CustomerName,CustomerEmail,CustomerAddress,CustomerPhone,CustomerSegment,CustomerID
Shannon Woodard,bmcbride@example.com,"902 Chris Mews Apt. 276, Austinview, WY 44807",(654)327-0505x3038,Silver,4507
Pamela Salazar,patrickparker@example.com,"5994 Pope Village, East Johntown, MP 52057",858-932-1077x998,Bronze,4508
Cassandra Miller,leeeric@example.net,"601 Jonathan Mission, Baxtermouth, MH 23989",001-495-820-0595,Bronze,4509
Jamie Mullen,fyoung@example.net,"61343 Schmidt Club, Lake Suzanneshire, DC 76818",+1-440-871-5031x6922,Gold,4510
Julian Gonzalez,gordontaylor@example.org,"471 Mendoza Islands Suite 639, Chavezstad, WI 83268",974-232-7293x25195,Silver,4511
Brittany Scott,tonyavasquez@example.com,"0925 Elizabeth Mission Apt. 512, West Tiffany, MO 25826",857.248.9637,Gold,4512
Crystal Barker,michelle27@example.org,"26022 Johns Drive, Ashleyhaven, OK 21194",001-645-837-8780,Bronze,4513
David Joseph,carrjose@example.com,"369 Valenzuela Curve, Griffithstad, PR 91499",4727786923,Silver,4514
Gabriela Rodriguez,cortezpamela@example.net,"9248 Sarah Parkway, Jackbury, VI 15670",+1-483-561-8260x69426,Gold,4515
Deborah Peters,xpatton@example.org,"01037 Williams Throughway, Austinview, AS 80747",+1-439-272-4962x80348,Gold,4516
Tyler Phillips,tjimenez@example.net,"3945 Samuel Vista, Mitchellshire, WI 04593",(390)285-4299x82132,Gold,4517
Bradley Mitchell,lewisdavid@example.com,"9627 Kenneth Stravenue, Carriemouth, LA 26545",+1-220-484-9256x9270,Gold,4518
Victoria Salinas,bcardenas@example.net,"USNS Welch, FPO AE 16451",986.855.5828,Bronze,4519
Jessica Knight,lee76@example.net,"524 Mark Isle, Peterchester, MO 41644",4795315151,Bronze,4520
Latoya King,johnbailey@example.net,"2008 Holly Spring Apt. 891, Hernandezmouth, IA 37660",769-287-4514,Gold,4521
Lauren Lewis,aharris@example.net,"4241 Ruth Garden, Michaelstad, NH 69808",+1-508-387-8830,Bronze,4522
Autumn Tapia,null,"PSC 9092, Box 5483, APO AE 35710",(246)299-2627x038,Gold,4523
Diana Rivas,fwilliams@example.net,"09002 David Crescent Apt. 038, Kayleeside, NH 42489",2234189245,Bronze,4524
Christopher Hardy,nwilliams@example.com,"Unit 4445 Box 5254, DPO AE 15680",995.998.3678x13085,Gold,4525
Briana Ford,ykemp@example.org,"8004 Jennifer Isle Apt. 261, Heatherton, NJ 42603",(673)625-6980,Bronze,4526
Joshua Adams,ryoung@example.net,"242 Arthur Island, East Debbieside, NV 74158",4135826412,Silver,4527
Donald Fitzgerald,mrios@example.com,"074 Shawn Views Apt. 335, North Austinfort, VT 60987",783-200-8790x388,Gold,4528
Renee Ramirez,null,"3063 Williams Mountain, Thomaston, VT 92302",001-828-522-8722,Silver,4529
Jordan Young,robertparker@example.org,"566 Catherine Haven, West Dawnfort, AR 39508",925-433-4043x1815,Silver,4530
Melissa Palmer,collinscheryl@example.net,"7864 Michael Mission Apt. 134, South Steven, WA 37450",558-861-1946,Silver,4531
Erin Lam,lopezanna@example.net,"5150 Pineda Estates, Nicoleside, NJ 75873",(460)964-6204x565,Bronze,4532
Michael Moore,goodtracy@example.net,"8849 Thomas Expressway Apt. 869, North Timothy, DC 49462",(206)528-9581x71610,Bronze,4533
Misty Hunter,rsandoval@example.org,"142 Kaitlyn Spurs Apt. 283, Johnstonport, PR 40553",7333561018,Gold,4534
Michelle Flynn,jeremiahblake@example.com,"479 Jason Plaza Suite 807, New Debra, NH 49541",8799128837,Gold,4535
Kimberly Davis,brandy89@example.com,"USNS Brown, FPO AP 97774",+1-924-599-6950x97024,Bronze,4536
Benjamin Lam,webbrobert@example.org,"30595 Kristin Streets Suite 904, Shelbychester, TX 04074",001-461-694-1830x9379,Bronze,4537
Rachel Johnson,null,"215 Sanders Neck, Heatherborough, ID 32523",837-808-8239,Silver,4538
Kelly Fischer,brian32@example.org,"5037 Dorothy Land, South Colleenside, AS 68236",+1-919-386-2007x34655,Silver,4539
William Collier,laura39@example.com,"67872 Aguirre Landing Apt. 136, North Loriton, TX 20594",+1-904-925-4640x67087,Silver,4540
Phillip Rodriguez,jenniferporter@example.org,"18918 Walker Radial, Coreybury, FL 19430",(640)712-0909,Bronze,4541
Charles Russell,null,"754 Thompson Crossroad, Patricktown, MT 40696",001-605-553-1703x92212,Silver,4542
Connie Burnett,ortegajose@example.org,"48107 Brian Corners, New Kristenberg, AR 09592",556-294-3750,Silver,4543
Edwin Hamilton,youngerin@example.com,"55344 Nancy Islands, Rodgersburgh, MI 82290",001-857-596-3684x3266,Gold,4544
Sarah Cervantes,vanessa12@example.net,"25069 Pierce Way Suite 565, South Kelseyview, MN 56855",+1-323-991-1377x9723,Gold,4545
Alicia Ray,usmith@example.com,"05709 Sanchez Lakes, Williamstad, NC 64345",415-648-8625,Gold,4546
Valerie Johnson,null,"45825 Julie Plains Suite 711, New Stevestad, AR 32464",+1-514-500-9041x3383,Bronze,4547
Erin Butler,rossvicki@example.net,"3855 Andrea Crossing Apt. 728, Tuckerborough, NC 03890",(825)810-6167x693,Silver,4548
Jacqueline Moore,joshuaallen@example.com,"6034 Anthony Plaza Suite 668, East Joseborough, AZ 02592",+1-795-548-1809x81871,Bronze,4549
Bradley Holder,null,"170 Samuel Lake, West Justin, IA 61828",+1-560-317-6195x043,Silver,4550
Eric Avila,jennifer30@example.org,"7547 Garrett Islands Suite 224, Christopherstad, AZ 76949",(722)813-4456,Gold,4551
Michael King,brittney99@example.com,"22452 Lauren Lakes Suite 732, Port Tina, WV 04765",707.543.9730x1512,Bronze,4552
Mark Brown,hollowayjodi@example.com,"10401 Charles Gateway Apt. 823, East Andrew, KY 94932",9488542187,Bronze,4553
Ronald Bell,null,"362 Jason Circle, Lake Davidchester, AK 79857",(287)773-7474x032,Bronze,4554
Jonathan Wolfe,nicole59@example.com,"2258 Melissa Parkway, Robinsonstad, UT 82354",(879)778-0797,Gold,4555
Cynthia Hall,janet16@example.net,"02090 Martin Throughway, South Michaelland, RI 85771",556-844-1336x3611,Gold,4556
Larry Smith,william34@example.org,"PSC 4410, Box 2781, APO AP 05778",669.337.7851x23391,Silver,4557
Desiree Flores,null,"035 Frank Club Apt. 163, Braunborough, AK 83169",3676463672,Bronze,4558
Eric Pope,feliciafisher@example.com,"PSC 3977, Box 0444, APO AE 38057",(999)411-0050x4456,Bronze,4559
Thomas Reid,zanderson@example.net,"854 Acosta Roads, East Jenniferland, AK 27959",+1-616-668-6972x19030,Gold,4560
Tiffany Watson,ngarcia@example.org,"7836 James Oval, Port Lynnport, CO 38693",(970)614-2355x251,Bronze,4561
Audrey Klein,vsnow@example.com,"0015 Anthony Flats, Wallacetown, MO 62802",+1-556-523-6250x6482,Silver,4562
Michael Ellis MD,matthew94@example.com,"753 Jeffery Drive, Blakeview, CT 38419",3529751314,Bronze,4563
Matthew Henry,brandon85@example.com,"79426 Smith Causeway Suite 730, Lake Ericstad, NV 11872",585-767-4784,Silver,4564
Roberto Ferrell,mercerangela@example.org,"362 Woods Meadow Suite 411, Rodriguezfort, MD 37674",(918)407-6949,Bronze,4565
Chelsey Giles,gilbertjerome@example.net,"8995 Erin Flat, West Evelyn, OH 80727",+1-296-906-7473,Silver,4566
Robert Jacobs,ofoster@example.org,"4187 Davis Dam Apt. 473, North Rodneychester, DC 04041",874-856-2137x7422,Bronze,4567
Emily Garrison,ericmorales@example.com,"21056 Samantha Dale, West Robin, AL 36182",(224)655-9208,Gold,4568
Beverly Roach,delacruzdillon@example.net,"55722 Williams Point Suite 543, Simsbury, AR 56650",731.311.4322,Gold,4569
David Bryant,sean40@example.org,"Unit 7641 Box 9412, DPO AP 07575",232-751-3608x62551,Bronze,4570
Thomas Miller,charles85@example.net,"1643 Tran Street Suite 649, Lake Jefffort, MN 58047",220-332-7835,Silver,4571
Patrick Welch,samuelroberts@example.org,"0820 Darius Summit, New Jamesstad, NH 23576",223.984.7172x911,Gold,4572
Anne Love,null,"859 Tracy Viaduct Apt. 680, Aguilarborough, VT 90822",232-379-0237x0385,Silver,4573
Kim Keller,neil65@example.org,"8608 Blake Keys Apt. 451, East Robertstad, ME 93902",350.240.3957x5024,Silver,4574
Christopher Washington,tracynewton@example.net,"8898 Miller Lodge, South Robertberg, LA 65196",(426)502-1161x2340,Bronze,4575
Andrea Jackson,zlee@example.org,"9083 Vincent Track Suite 045, South Joseph, ID 41923",+1-298-702-7032x448,Silver,4576
Alexander King,carolyn37@example.com,"0869 Mark Parks Suite 318, Roberttown, IA 78824",001-258-900-6638,Silver,4577
Michael Fleming,estradamary@example.com,"997 Jeffery Ridge Suite 386, South Sharonfort, DC 62863",4083933546,Silver,4578
James Graham,barbara23@example.org,"69181 April Row, Leemouth, AK 76738",922-534-0599x18133,Bronze,4579
Ruth Parks,edwinknight@example.com,"603 David Gardens Suite 208, South Barbara, KY 61782",+1-909-810-7237,Silver,4580
Morgan Hatfield,manderson@example.org,"903 Abbott Lock Suite 659, Port Paula, RI 16513",+1-893-695-4197,Gold,4581
Sean Sharp,timothy89@example.org,"USCGC Torres, FPO AE 31740",+1-639-652-0074x67409,Gold,4582
Katherine King,nhamilton@example.org,"27166 David Locks, Karenstad, MP 75555",+1-341-865-1273x2638,Bronze,4583
Kimberly Watts,amandalopez@example.org,"1297 Brandon Corner, Cisnerosmouth, IN 26906",210.433.6619,Gold,4584
Lance Brooks,null,"6624 Williams Green, Garnerchester, HI 62934",485.617.9680,Gold,4585
Lauren Watkins,null,"7981 Scott Brooks, New Jamie, DE 06581",(427)929-6435,Gold,4586
Kathryn Rogers,nkelley@example.com,"Unit 5460 Box 0421, DPO AA 94408",(948)572-5326x328,Silver,4587
Mary Banks,patriciacraig@example.net,"023 Richard Villages, South Kimberly, ME 25958",4398071847,Gold,4588
Alexa Reid,sanchezsean@example.net,"68599 Richard Ports, Lake Morganberg, AS 18041",698.773.0643,Silver,4589
Sarah Dixon,barneselizabeth@example.com,"977 Timothy Glens Apt. 077, Jeffreytown, PA 63992",001-895-273-2444x129,Silver,4590
Samuel Boone,kimberly96@example.com,"511 Lisa Field, New Haley, VT 47952",(633)339-3112x7323,Bronze,4591
Dennis Jacobs,joneserica@example.com,"46076 Lance Square, Briantown, PR 88368",001-501-537-7816,Gold,4592
Regina Garcia,brentbrown@example.net,"31565 Michelle Highway, Port Tonyfort, OR 73361",5059864755,Silver,4593
Paul Rios,kkaiser@example.org,"03818 Isaiah Place Apt. 171, Carterville, IA 08469",+1-807-221-2397x47524,Silver,4594
Arthur Mcfarland,nkramer@example.com,"51771 Lorraine Causeway, New Chad, MA 54386",681-327-1118x740,Bronze,4595
Gloria Williams,thomasbowman@example.org,"697 Jones Ferry, East Robertville, SD 52219",612-937-4064x9543,Gold,4596
Devin Dillon,kentjose@example.org,"633 John Lock Apt. 404, Lake Dawnborough, WA 56665",001-401-545-0463x889,Silver,4597
Sarah Whitaker,pross@example.com,"26156 James Haven Suite 545, Lake Rhondashire, OR 28541",(367)218-6152,Silver,4598
Jackie Moore,johnrichmond@example.net,"1186 Maxwell Canyon, Ryanchester, GU 19390",+1-794-983-3040x2797,Bronze,4599
Edward Heath,joshua36@example.net,"146 Wade Views Suite 901, Davidside, VT 03895",+1-469-323-5872x7358,Bronze,4600
Catherine Salazar,nathanmiller@example.net,"254 Garcia Circles Suite 443, Jacobmouth, CO 09160",(717)925-0914x5101,Bronze,4601
Ronald Burns,susanyoung@example.net,"48987 Mary Ford, Samuelmouth, VA 02323",001-489-350-2826x742,Silver,4602
Crystal Robinson,charleswilson@example.org,"69557 Davis Ferry Apt. 265, South David, NH 75415",(867)243-1891x440,Gold,4603
Lori Mendoza,gregoryclark@example.org,"239 Barrett Extensions Apt. 055, Kelliville, ND 37191",3992352552,Silver,4604
Michael Ortiz,scott40@example.net,"7754 Brian Walks, Brendamouth, TX 04582",787.206.8081x98644,Silver,4605
Hannah Stewart,martinezvanessa@example.com,"35516 Smith Mews Suite 576, Lake Michael, AR 54549",4509171415,Silver,4606
Vincent Young,brian55@example.org,"3468 Mary Springs Suite 100, Dixonbury, WI 72246",494-914-8202,Gold,4607
Antonio Becker,taylorchristopher@example.com,"Unit 4717 Box 4744, DPO AA 47572",9506499136,Bronze,4608
Robin Thompson,ernestreeves@example.net,"81275 Lacey Plaza Apt. 824, Jameshaven, AK 91521",845.548.3770,Bronze,4609
Pamela Chavez,lisaking@example.org,"0605 Schmidt Trail, West Markmouth, IL 58789",(837)664-7873,Bronze,4610
Joseph Brown,tapialeslie@example.org,"0112 Ford Pike Suite 919, Wellsfurt, OK 05506",+1-337-939-0450x16080,Bronze,4611
Kevin Casey,josesandoval@example.org,"318 Kristin Park Suite 517, Robertview, NC 41683",(890)881-3904x49395,Silver,4612
Crystal Keith,jacksonjoseph@example.org,"PSC 8530, Box 0182, APO AE 03715",(454)614-5663,Silver,4613
Stephanie Barnett,juanpace@example.com,"7174 Sean Circle Apt. 755, Dennisbury, NJ 42786",437-217-0244x2505,Silver,4614
Clinton Baldwin,cadams@example.net,"7835 Isabel Harbor Suite 648, West Martha, NM 97096",+1-400-227-9729,Gold,4615
Stephanie Conner,erhodes@example.org,"35786 Ford Rapids Apt. 618, North Frank, CT 20415",875-714-9147x1339,Bronze,4616
Jose Thompson,andersonalexander@example.org,"638 Nathan Isle, Michelleton, TN 33983",001-588-377-1241x69562,Silver,4617
Jennifer Taylor MD,zsmith@example.com,"49501 Richards Mall, Jamesburgh, AZ 16356",(841)543-2119,Bronze,4618
Teresa Jackson,upadilla@example.org,"66080 Ingram Walk, Lake Jonathanview, CT 82936",001-460-965-4089x429,Silver,4619
April Humphrey,yhudson@example.com,"40903 Butler Trace, Jonathanton, WI 11469",+1-212-259-0796x568,Silver,4620
Rachel Webster,chase67@example.net,"7301 Morrow Inlet, Cantuhaven, KY 05716",(788)389-6659x3527,Gold,4621
William Estes,chapmanamy@example.net,"29667 Gomez Circles Apt. 317, Mooreberg, PR 00817",940.361.9593x2065,Silver,4622
David Marquez,gdavidson@example.com,"52913 Alvarado Drive Apt. 873, West Andrewview, IA 68969",+1-557-471-0723x0051,Bronze,4623
Phillip Ball,icrawford@example.net,"41246 Margaret Islands Apt. 648, Woodview, SD 93726",718.692.7025,Silver,4624
Joseph Gonzalez,erica32@example.com,"8063 William Landing, New Alejandroborough, OR 97450",(228)257-4627x8118,Gold,4625
Max Carter,null,"7358 Bray Spring Suite 947, Nicholashaven, NM 68317",+1-496-212-8394x3927,Gold,4626
Kelsey Harding,cory39@example.org,"6324 Andrea Parkways Apt. 357, East Ryantown, TN 48296",7215328844,Bronze,4627
Chloe Hayes,null,"179 Mark Roads Suite 604, Ferrellmouth, MH 63437",599-722-6432,Gold,4628
Robert Quinn,frodgers@example.org,"2110 Harris Parks Suite 146, North Hannah, FM 82153",(874)554-8230,Gold,4629
Meredith Oliver,angela18@example.org,"780 Hoffman Ville, Port Meredith, CA 32399",+1-606-671-5890x46487,Silver,4630
Jennifer Bell,brandifrost@example.com,"USNS West, FPO AE 50703",558.494.3518,Bronze,4631
Vanessa Pierce,null,"54748 Sullivan Flats Apt. 820, Staffordview, MD 52970",+1-266-410-5136x5916,Silver,4632
Luis Davis,steven02@example.org,"0899 Ashley Lights, Greenfurt, HI 12185",397-567-3863x04564,Bronze,4633
Glenn Smith,jeffreywalton@example.com,"73739 Collins Stream, Port William, SC 32759",248-499-2613x461,Silver,4634
Sonia Kelly,martinezmegan@example.net,"2067 Leah Grove Apt. 464, Brentbury, NC 14517",876-906-6382x6093,Bronze,4635
Ryan Bennett,kaitlyn65@example.net,"Unit 2552 Box 6297, DPO AA 54813",001-313-202-1029x236,Bronze,4636
Julia Perez,null,"8624 Brandon Crossing Apt. 652, New Ethanstad, MO 62082",(498)291-0668,Gold,4637
Randall Johnson,ebeck@example.org,"59957 Jennifer Field Suite 869, North Madisonport, AR 95784",+1-222-866-5685x1905,Gold,4638
Brittany Lopez,mariagray@example.org,"71306 Smith Mountains, South Brittney, IN 93931",(360)523-9256x92408,Gold,4639
Justin Walker,davidvasquez@example.net,"95893 Galvan Landing Suite 679, South Leahmouth, LA 30008",229-629-7537x538,Silver,4640
Victoria Mcknight,cobbgeorge@example.org,"941 Sutton Lodge, Pacefurt, MT 38166",2334770912,Silver,4641
Loretta Pena,colleen60@example.net,"66601 Hull Junction Apt. 678, Keyville, DC 31916",515.968.2915x3454,Gold,4642
Jennifer Gaines,shawn16@example.net,"07622 Christopher Springs Apt. 528, Allisontown, CO 89217",(817)368-9615,Silver,4643
Mr. Martin Mccoy,eclements@example.org,"15728 Wise Canyon, Austinside, ID 40485",854-220-0452x09468,Gold,4644
Jason Alvarez,oconner@example.net,"334 Mariah Ville, New Amanda, IN 03850",535.796.0914x1127,Gold,4645
Andrew Young,jordanscott@example.org,"PSC 3222, Box 9400, APO AE 31209",660.692.5679x828,Bronze,4646
David Morris,rachel86@example.net,"4114 Kimberly Extensions, Lake Michelleview, IN 74225",(825)315-5129,Gold,4647
Sara Woods,clarklori@example.org,"124 James Orchard Apt. 477, East Kelsey, VI 12767",537.393.7603,Bronze,4648
Gary Mcintyre,scott35@example.com,"017 Lisa Hill Suite 168, Bradleyton, MN 32854",+1-790-649-3523x1161,Silver,4649
Eduardo Rasmussen Jr.,null,"0218 Francisco Underpass Apt. 201, Harrisburgh, DC 71568",(476)861-2070x35287,Bronze,4650
Dawn Carlson,wduffy@example.org,"4666 Fernando Shore Apt. 910, Gatesbury, PW 36151",781.767.6371,Silver,4651
Deborah Murphy,null,"073 Wood Harbor, Port Whitneyshire, FM 57762",994-664-1014x55870,Gold,4652
Anthony Velazquez,scott38@example.net,"884 Julie Spurs Suite 740, Erinbury, AK 88450",+1-953-837-4778x06590,Gold,4653
Megan Schmidt,nicholas84@example.org,"27659 Durham Pines Suite 005, New Amanda, WV 34952",001-294-444-7404,Silver,4654
Autumn Smith,mmiller@example.org,"02501 Blevins Harbor, West Laurenport, MN 57848",643.628.0399x5718,Gold,4655
John Cooper,angelaharris@example.com,"444 Amanda Rapids Suite 055, South Sarah, KS 65679",536.628.8416x9976,Bronze,4656
Andrea Johnson,xbrown@example.net,"5926 Schneider Mill Apt. 343, North Frank, PR 90584",001-676-852-8870x50551,Silver,4657
Kenneth Mcbride,harperkathleen@example.org,"Unit 4462 Box 2148, DPO AP 72445",(897)928-4970x01873,Bronze,4658
Amanda Garcia,lsimon@example.org,"845 Burns Lodge, North Jacqueline, MI 08155",450.574.1103,Silver,4659
James Morgan,brittanybrown@example.com,"4455 Zachary Viaduct, Gloverfort, LA 74387",783.915.6381x39394,Bronze,4660
Larry Collins,null,"85158 Wagner Center, Williamhaven, FL 83913",214-383-6208,Gold,4661
Cynthia Jackson,mary49@example.net,"758 Jessica Port Suite 439, Samanthatown, UT 04431",001-244-963-5930x0626,Bronze,4662
Jacqueline Anderson,kristinsnow@example.com,"58855 Shah Courts, Port Jonathon, ME 56795",791.549.8467x94022,Bronze,4663
Shawn Kemp,fsmith@example.org,"1702 Anderson Light Suite 646, Jacksonshire, ID 05925",905.200.4729x54553,Bronze,4664
Andrea Blankenship,thomasjohnson@example.com,"0320 Scott Unions Suite 017, Hoodborough, NC 61406",336.304.8505x64078,Gold,4665
Thomas Lee,hhenderson@example.com,"4693 Ashley Stravenue, East Tylerbury, WI 77889",3035065450,Silver,4666
Lisa Ruiz,nelsonrobert@example.org,"6639 Jeffrey Causeway, East Holly, MI 87561",481-817-8317x30269,Gold,4667
Amanda Thomas,bwhite@example.org,"PSC 3454, Box 8474, APO AP 33507",001-497-311-0089x58845,Gold,4668
Marissa Huber,youngaaron@example.org,"1486 Mccormick River Suite 259, East Michael, KY 09065",001-545-742-6127x561,Gold,4669
Brent Le,brianjohnson@example.com,"5400 Perez Shoal, East Ashlee, MT 20043",259.547.9214,Bronze,4670
Matthew Green,gregory57@example.net,"9674 Rojas Valley Apt. 574, Javierburgh, WA 76421",521-978-4069,Silver,4671
Donna Baker,rsmith@example.com,"88553 Joshua Well Apt. 453, Rebeccafort, MD 26123",651.655.5874,Silver,4672
Daniel Brock,fmatthews@example.com,"84066 Robinson Estates Suite 549, East Nicholas, VI 21578",6626890438,Silver,4673
William Bolton,amandamontgomery@example.org,"351 Wu Glens, Port Brian, AS 78072",528.728.2009x67630,Bronze,4674
Mark Flores,codywalker@example.com,"4604 James Run Suite 592, West Bethanyberg, GA 98606",001-344-316-6567x8348,Silver,4675
April Perez,alisha73@example.org,"11956 Ethan Landing, South Kelly, MD 53891",(567)290-8128x65269,Bronze,4676
Amanda Vargas,daywendy@example.net,"58073 Smith Tunnel, Vincentborough, MN 13767",310-221-2198x239,Gold,4677
Mark Grant,josephhayes@example.com,"942 Christine Point, Richardchester, UT 81389",+1-248-755-3177x617,Gold,4678
Jonathon Brown,nathaniel19@example.net,"USCGC Savage, FPO AE 78455",701.796.1225x533,Bronze,4679
Andrea Clarke,joshuastewart@example.org,"3501 Dennis Skyway, North Lori, CO 14405",9689578987,Bronze,4680
Amanda Navarro,perrymichelle@example.org,"3273 Zachary Mountains, North Brianport, PW 11837",(476)723-6666x01036,Silver,4681
